DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	TPS hits @ p≥0.99
GB_GCA_050010535.1	0
GB_GCA_049522695.1	0
GB_GCA_049521055.1	0
GB_GCA_964434885.1	0
GB_GCA_964465575.1	0
GB_GCA_038825625.1	0
GB_GCA_964366235.1	0
GB_GCA_002502705.1	0
GB_GCA_964652335.1	0
GB_GCA_003661465.1	0
GB_GCA_041650395.1	1
GB_GCA_964354685.1	0
RS_GCF_046483325.1	4
RS_GCF_000264495.1	0
GB_GCA_030550155.1	1
GB_GCA_963804385.1	1
GB_GCA_043821365.1	1
GB_GCA_963651945.1	0
GB_GCA_028866655.1	0
GB_GCA_041480025.1	0
RS_GCF_004698125.1	2
GB_GCA_964594115.1	0
GB_GCA_964621065.1	0
GB_GCA_019894795.1	0
GB_GCA_021734105.1	1
GB_GCA_002457555.1	3
RS_GCF_023227715.1	1
GB_GCA_000830315.1	1
GB_GCA_902384585.1	1
GB_GCA_018698915.1	0
GB_GCA_035624185.1	0
GB_GCA_964430035.1	0
GB_GCA_964545795.1	1
GB_GCA_052361145.1	0
GB_GCA_036395315.1	0
GB_GCA_026552855.1	0
GB_GCA_002170775.2	3
GB_GCA_016187495.1	0
GB_GCA_046483005.1	0
GB_GCA_022759365.1	0
GB_GCA_965368285.1	0
GB_GCA_964632135.1	0
GB_GCA_026552975.1	0
RS_GCF_049723875.1	1
GB_GCA_022545805.1	0
GB_GCA_042217365.1	2
RS_GCF_041361345.1	3
GB_GCA_000220355.1	0
GB_GCA_030748775.1	2
GB_GCA_963676405.2	0
GB_GCA_902789505.1	0
GB_GCA_016186365.1	0
GB_GCA_032123335.1	1
GB_GCA_964462345.1	0
GB_GCA_964589485.1	0
GB_GCA_964512235.1	0
GB_GCA_964587045.1	0
GB_GCA_964012565.1	3
GB_GCA_039630085.1	1
GB_GCA_964654365.1	0
GB_GCA_964565905.1	1
GB_GCA_902385025.1	0
RS_GCF_051414115.1	3
GB_GCA_021821635.1	0
GB_GCA_964548345.1	0
GB_GCA_964403315.1	2
GB_GCA_025923455.1	0
GB_GCA_003251955.1	0
GB_GCA_021163115.1	0
GB_GCA_021819105.1	0
GB_GCA_042216995.1	0
RS_GCF_012027355.1	0
RS_GCF_051194995.1	3
GB_GCA_007116295.1	1
GB_GCA_015662595.1	0
GB_GCA_016931955.1	1
GB_GCA_002838935.1	0
GB_GCA_030611185.1	0
GB_GCA_015521535.1	0
RS_GCF_000092465.1	0
GB_GCA_039938515.1	0
RS_GCF_021431925.1	2
RS_GCF_007671685.1	3
GB_GCA_022014875.1	0
GB_GCA_019894715.1	0
GB_GCA_029907345.1	0
GB_GCA_041649295.1	0
GB_GCA_964344285.1	0
GB_GCA_043822105.1	1
GB_GCA_964345105.1	0
GB_GCA_964608455.1	0
GB_GCA_964383875.1	0
GB_GCA_020354575.1	1
GB_GCA_963809105.1	0
GB_GCA_016784165.1	0
GB_GCA_026016245.1	2
GB_GCA_041677325.1	0
GB_GCA_964345675.1	0
GB_GCA_003978665.1	0
GB_GCA_027075325.1	0
GB_GCA_041659265.1	0
GB_GCA_964456465.1	0
GB_GCA_964347915.1	0
GB_GCA_003649515.1	0
GB_GCA_016839515.1	1
GB_GCA_022451235.1	3
GB_GCA_030019325.1	0
GB_GCA_045809625.1	1
GB_GCA_025464585.1	0
RS_GCF_003201765.2	1
GB_GCA_019058245.1	0
GB_GCA_963835145.1	1
GB_GCA_018667575.1	3
RS_GCF_001571405.1	0
RS_GCF_007119345.1	3
GB_GCA_042216165.1	1
GB_GCA_023256295.1	0
GB_GCA_035656295.1	0
GB_GCA_002724815.1	2
GB_GCA_050043595.1	0
GB_GCA_016194335.1	0
RS_GCF_000730285.1	0
GB_GCA_004322465.1	1
GB_GCA_964544205.1	0
GB_GCA_035283265.1	0
GB_GCA_035561295.1	0
GB_GCA_021792115.1	0
GB_GCA_043814545.1	0
GB_GCA_007127385.1	0
GB_GCA_964346435.1	1
RS_GCF_007421925.1	2
GB_GCA_002067795.1	0
GB_GCA_964464055.1	0
GB_GCA_021107205.1	1
GB_GCA_023270015.1	0
GB_GCA_018238205.1	1
GB_GCA_019322435.1	0
GB_GCA_001871415.1	0
GB_GCA_013331965.1	0
GB_GCA_024277205.1	0
GB_GCA_963775925.1	0
GB_GCA_003662515.1	0
GB_GCA_021827865.1	0
GB_GCA_964565095.1	0
GB_GCA_002499185.1	0
GB_GCA_009377575.1	0
GB_GCA_964399875.1	0
GB_GCA_029934005.1	0
GB_GCA_965219345.1	0
GB_GCA_964362485.1	0
GB_GCA_964399275.1	4
GB_GCA_013390765.1	0
GB_GCA_964598545.1	0
RS_GCF_003369835.1	3
GB_GCA_964544915.1	0
GB_GCA_016783485.1	0
RS_GCF_040025155.1	2
GB_GCA_964641265.1	0
GB_GCA_002713185.1	2
GB_GCA_023256355.1	0
GB_GCA_003266145.1	0
GB_GCA_964485715.1	0
GB_GCA_964444095.1	0
GB_GCA_024399225.1	0
GB_GCA_031431055.1	1
GB_GCA_016292335.1	0
GB_GCA_964366165.1	0
GB_GCA_003661105.1	0
GB_GCA_018303105.1	0
GB_GCA_029948415.1	0
GB_GCA_038876335.1	0
GB_GCA_011049295.1	0
GB_GCA_043806535.1	0
GB_GCA_016235495.1	0
RS_GCF_023746595.1	0
GB_GCA_963703285.1	0
GB_GCA_030655675.1	0
GB_GCA_022447095.1	2
GB_GCA_022865265.1	0
GB_GCA_028279685.1	0
GB_GCA_042571645.1	0
GB_GCA_003663055.1	0
GB_GCA_017610275.1	0
GB_GCA_028683025.1	0
GB_GCA_027068365.1	0
GB_GCA_041287245.1	0
GB_GCA_043801255.1	0
GB_GCA_028345195.1	0
GB_GCA_950073955.1	0
GB_GCA_002457155.1	2
RS_GCF_032878975.1	0
GB_GCA_020832825.1	0
GB_GCA_964602245.1	1
GB_GCA_003021015.1	2
GB_GCA_963769045.1	0
GB_GCA_964562925.1	0
GB_GCA_028701835.1	0
RS_GCF_000230715.2	2
GB_GCA_027051165.1	0
GB_GCA_016839275.1	0
GB_GCA_021163005.1	0
GB_GCA_003660865.1	0
GB_GCA_046092065.1	0
GB_GCA_002503105.1	0
GB_GCA_018263395.1	0
GB_GCA_027365105.1	0
GB_GCA_023473395.1	0
GB_GCA_016932735.1	0
GB_GCA_019721035.1	0
GB_GCA_038742305.1	0
GB_GCA_026394765.1	0
GB_GCA_038869755.1	0
GB_GCA_027058345.1	0
RS_GCF_009617995.1	3
GB_GCA_038823825.1	0
GB_GCA_964605945.1	0
GB_GCA_021817505.1	0
GB_GCA_016840165.1	0
GB_GCA_030603365.1	0
GB_GCA_038882575.1	0
GB_GCA_049520335.1	0
GB_GCA_036395115.1	1
GB_GCA_049976845.1	0
GB_GCA_046759265.1	0
GB_GCA_029775955.1	0
GB_GCA_965195165.1	0
GB_GCA_003693875.1	0
GB_GCA_021324265.1	0
GB_GCA_964359525.1	0
GB_GCA_023379435.1	0
GB_GCA_016186375.1	0
RS_GCF_020696975.1	1
GB_GCA_964569845.1	1
GB_GCA_016177345.1	0
GB_GCA_051876995.1	0
GB_GCA_021823945.1	1
GB_GCA_964630965.1	0
GB_GCA_964579185.1	0
GB_GCA_037137755.1	0
GB_GCA_020793555.1	0
GB_GCA_035641095.1	0
GB_GCA_049964795.1	0
RS_GCF_042662625.1	2
RS_GCF_001953745.1	4
GB_GCA_964405275.1	1
GB_GCA_015520785.1	0
GB_GCA_002067325.1	0
GB_GCA_000746765.1	0
GB_GCA_030681145.1	1
GB_GCA_030037875.1	0
RS_GCF_029633915.1	0
GB_GCA_028682925.1	0
GB_GCA_964482665.1	0
GB_GCA_964573765.1	1
GB_GCA_002498375.1	0
RS_GCF_023115355.1	1
RS_GCF_013391635.1	1
GB_GCA_040261535.1	3
GB_GCA_964578995.1	1
GB_GCA_964457175.1	0
RS_GCF_018502485.1	0
GB_GCA_964615385.1	0
GB_GCA_964589955.1	0
GB_GCA_963830445.1	0
GB_GCA_964540065.1	1
GB_GCA_016784245.1	0
GB_GCA_038874115.1	0
GB_GCA_964389155.1	0
GB_GCA_030669135.1	0
GB_GCA_038879595.1	0
GB_GCA_016932875.1	2
GB_GCA_023252235.1	0
GB_GCA_003649495.1	1
GB_GCA_963579105.1	2
GB_GCA_964507355.1	0
GB_GCA_964490195.1	0
GB_GCA_026625165.1	0
GB_GCA_964434685.1	0
GB_GCA_964361465.1	1
GB_GCA_022848825.1	1
GB_GCA_964354995.1	0
GB_GCA_025058615.1	0
GB_GCA_964646355.1	0
GB_GCA_027030065.1	0
GB_GCA_016839805.1	1
GB_GCA_027017025.1	0
GB_GCA_018610025.1	0
GB_GCA_035294065.1	0
GB_GCA_029250305.1	3
GB_GCA_964645415.1	0
GB_GCA_015522095.1	0
GB_GCA_003558235.1	0
GB_GCA_016187745.1	1
GB_GCA_020054475.1	1
GB_GCA_036446635.1	0
GB_GCA_043819375.1	1
RS_GCF_011620785.1	0
GB_GCA_003194445.1	0
GB_GCA_041650735.1	0
GB_GCA_963810275.1	0
GB_GCA_017609465.1	0
GB_GCA_049967595.1	0
GB_GCA_049438185.1	4
GB_GCA_964544525.1	0
GB_GCA_018813445.1	0
GB_GCA_003023195.1	4
GB_GCA_002763225.1	1
GB_GCA_021160985.1	0
GB_GCA_964348475.1	0
RS_GCF_012027325.1	0
GB_GCA_002844335.1	3
GB_GCA_019894885.1	0
RS_GCF_004114995.1	2
GB_GCA_017609535.1	0
GB_GCA_023700255.1	3
RS_GCF_032027985.1	3
RS_GCF_018228765.1	2
GB_GCA_964347045.1	1
GB_GCA_964346975.1	0
GB_GCA_002706065.1	4
GB_GCA_015660995.1	0
GB_GCA_964644925.1	0
RS_GCF_009176545.1	3
RS_GCF_000591035.1	0
GB_GCA_002506485.1	1
GB_GCA_022750125.1	0
GB_GCA_963743615.1	0
RS_GCF_001542905.1	2
GB_GCA_038885755.1	1
GB_GCA_030631505.1	0
GB_GCA_937921685.1	0
GB_GCA_002707335.2	3
GB_GCA_964518225.1	0
GB_GCA_040753455.1	0
GB_GCA_030040335.1	0
GB_GCA_016841665.1	0
GB_GCA_964655015.1	0
GB_GCA_964612685.1	0
RS_GCF_030539875.1	0
GB_GCA_017507885.1	0
GB_GCA_964594175.1	0
GB_GCA_018815265.1	0
GB_GCA_016930515.1	1
GB_GCA_015521085.1	0
GB_GCA_015521385.1	0
GB_GCA_027023255.1	0
GB_GCA_934234005.1	0
RS_GCF_023702125.1	2
GB_GCA_043806415.1	1
GB_GCA_021158865.1	0
GB_GCA_964373955.1	0
GB_GCA_030628325.1	1
GB_GCA_964603675.1	0
RS_GCF_038446525.1	0
GB_GCA_022449785.1	2
RS_GCF_026586625.1	4
RS_GCF_900100875.1	2
RS_GCF_004799645.1	3
GB_GCA_022563455.1	0
RS_GCF_963665675.2	0
RS_GCF_900111485.1	2
GB_GCA_020348345.1	0
RS_GCF_000303155.1	0
GB_GCA_035541835.1	0
GB_GCA_964601295.1	0
GB_GCA_043806035.1	0
RS_GCF_049705545.1	3
GB_GCA_021734865.1	0
GB_GCA_963769425.1	0
GB_GCA_021158305.1	0
GB_GCA_041489255.1	0
RS_GCF_900107195.1	3
GB_GCA_041641355.1	0
GB_GCA_002702985.1	2
GB_GCA_021816895.1	0
GB_GCA_023252315.1	0
GB_GCA_963771995.1	1
GB_GCA_043814255.1	0
GB_GCA_035290825.1	0
GB_GCA_964640475.1	0
RS_GCF_001477655.1	0
GB_GCA_028344575.1	0
GB_GCA_021162365.1	0
GB_GCA_964538885.1	1
GB_GCA_030605385.1	0
GB_GCA_964357655.1	0
GB_GCA_964484575.1	0
RS_GCF_046546175.1	0
GB_GCA_964357045.1	0
GB_GCA_035547955.1	0
GB_GCA_016188265.1	0
RS_GCF_001484685.1	0
GB_GCA_030040055.1	0
GB_GCA_048885325.1	0
GB_GCA_026014845.1	0
GB_GCA_027002875.1	0
GB_GCA_964458955.1	0
GB_GCA_041477675.1	1
GB_GCA_963760595.1	0
GB_GCA_027491455.1	0
GB_GCA_009781675.1	0
GB_GCA_016778305.1	3
GB_GCA_020833025.1	0
GB_GCA_035502035.1	0
GB_GCA_035623315.1	0
GB_GCA_002495885.1	0
RS_GCF_015062935.1	0
RS_GCF_002153915.1	0
RS_GCF_001462205.1	2
GB_GCA_964456345.1	0
RS_GCF_017094525.1	2
RS_GCF_002077075.2	0
GB_GCA_964466855.1	0
GB_GCA_022750435.1	0
GB_GCA_026134085.1	0
GB_GCA_041601615.1	0
GB_GCA_002867475.1	0
GB_GCA_964637985.1	1
GB_GCA_048635405.1	0
RS_GCF_004785955.1	2
GB_GCA_017609385.1	0
GB_GCA_964502435.1	0
GB_GCA_017609205.1	0
GB_GCA_035288545.1	0
GB_GCA_021831005.1	0
GB_GCA_026413685.1	0
RS_GCF_023638035.1	3
GB_GCA_014729505.1	0
GB_GCA_045588265.1	0
GB_GCA_030043545.1	0
GB_GCA_039793765.1	0
GB_GCA_964645485.1	2
GB_GCA_038044205.1	0
GB_GCA_046483985.1	0
GB_GCA_029775925.1	0
GB_GCA_011049195.1	0
RS_GCF_001861355.1	4
GB_GCA_030641715.1	0
GB_GCA_015063135.1	0
RS_GCF_000015225.1	0
GB_GCA_019323415.1	0
GB_GCA_038895375.1	0
GB_GCA_027074805.1	0
GB_GCA_038740895.1	1
GB_GCA_035289385.1	0
RS_GCF_051195135.1	2
GB_GCA_037917675.1	0
GB_GCA_964434005.1	0
GB_GCA_049718365.1	0
RS_GCF_041641895.1	2
GB_GCA_017883495.1	0
GB_GCA_964568665.1	0
GB_GCA_964432435.1	0
GB_GCA_021162815.1	0
GB_GCA_028275825.1	0
GB_GCA_020833345.1	0
GB_GCA_026396385.1	0
GB_GCA_039889305.1	0
GB_GCA_049974095.1	0
GB_GCA_021162065.1	0
GB_GCA_000415965.1	2
GB_GCA_022865315.1	0
GB_GCA_038878295.1	0
GB_GCA_016934775.1	0
GB_GCA_964502325.1	0
GB_GCA_963701095.1	0
GB_GCA_023396065.1	0
GB_GCA_026014705.1	0
GB_GCA_050749685.1	0
GB_GCA_038881385.1	0
RS_GCF_002906575.1	2
GB_GCA_963730455.1	0
GB_GCA_964353755.1	0
GB_GCA_023131215.1	0
GB_GCA_963749205.1	0
GB_GCA_048885525.1	0
GB_GCA_003491285.1	0
GB_GCA_021324715.1	0
GB_GCA_964506615.1	0
GB_GCA_050749325.1	1
GB_GCA_039794005.1	0
GB_GCA_965601435.1	0
RS_GCF_037198285.1	1
GB_GCA_964460535.1	0
GB_GCA_022749815.1	1
GB_GCA_964641035.1	1
RS_GCF_000802205.1	0
GB_GCA_964527395.1	0
GB_GCA_964418105.1	0
GB_GCA_051819745.1	0
GB_GCA_040776445.1	0
GB_GCA_030040265.1	0
GB_GCA_964342845.1	0
GB_GCA_043800955.1	1
GB_GCA_964612945.1	2
GB_GCA_016185845.1	0
GB_GCA_012270265.1	3
GB_GCA_016840095.1	0
GB_GCA_022573065.1	0
GB_GCA_013331925.1	0
RS_GCF_000220175.1	1
GB_GCA_002495065.1	0
GB_GCA_030608385.1	0
GB_GCA_005888635.1	1
GB_GCA_027036775.1	0
GB_GCA_038046785.1	0
GB_GCA_038893835.1	0
GB_GCA_018396415.1	0
RS_GCF_900196725.1	0
GB_GCA_964484995.1	1
GB_GCA_027061785.1	0
GB_GCA_021800035.1	0
GB_GCA_048886185.1	1
GB_GCA_964342625.1	2
GB_GCA_016839995.1	1
GB_GCA_015063035.1	0
GB_GCA_964354755.1	0
GB_GCA_963702095.1	0
GB_GCA_041641305.1	2
GB_GCA_046331685.1	1
GB_GCA_964576755.1	0
GB_GCA_964001175.1	3
GB_GCA_963693095.2	0
GB_GCA_001564145.1	0
RS_GCF_025699065.1	1
GB_GCA_964619405.1	0
GB_GCA_038728085.1	0
RS_GCF_024807655.1	0
GB_GCA_002718995.2	2
GB_GCA_015062925.1	0
GB_GCA_023379385.1	0
RS_GCF_000970025.1	1
GB_GCA_964347125.1	1
GB_GCA_964491305.1	1
GB_GCA_016207165.1	1
GB_GCA_964551725.1	0
RS_GCF_017873815.1	2
GB_GCA_011043415.1	0
GB_GCA_964601675.1	0
GB_GCA_051876975.1	0
GB_GCA_041658255.1	1
GB_GCA_964606775.1	0
RS_GCF_000746205.1	2
GB_GCA_048940765.1	0
GB_GCA_030679025.1	0
RS_GCF_009663395.1	2
GB_GCA_023434825.1	1
GB_GCA_964649235.1	0
GB_GCA_018065685.1	0
GB_GCA_021798095.1	0
GB_GCA_964505795.1	0
GB_GCA_002505495.1	0
GB_GCA_030612095.1	0
GB_GCA_964596305.1	0
GB_GCA_964508495.1	0
GB_GCA_007116915.1	1
GB_GCA_963792125.1	0
GB_GCA_039091855.1	0
GB_GCA_020832905.1	0
GB_GCA_030597775.1	0
GB_GCA_035527235.1	0
GB_GCA_016935475.1	0
RS_GCF_009831625.1	2
RS_GCF_025699125.1	1
GB_GCA_002718695.1	2
GB_GCA_964594495.1	0
GB_GCA_030750765.1	1
GB_GCA_005191415.1	0
GB_GCA_024699715.1	0
GB_GCA_963696985.1	0
GB_GCA_030605245.1	1
GB_GCA_964342655.1	0
GB_GCA_018992565.1	2
RS_GCF_029872365.1	3
GB_GCA_017609995.1	0
GB_GCA_043808155.1	0
GB_GCA_030741455.1	2
GB_GCA_003694385.1	0
GB_GCA_003020965.1	1
RS_GCF_011440375.1	2
GB_GCA_964549295.1	0
GB_GCA_016187465.1	0
GB_GCA_032127635.1	1
GB_GCA_001595915.1	2
RS_GCF_001593955.1	3
GB_GCA_002508465.1	1
GB_GCA_028276785.1	0
GB_GCA_964353395.1	0
GB_GCA_964573915.1	0
RS_GCF_031432215.1	1
GB_GCA_017616575.1	0
GB_GCA_964529375.1	0
GB_GCA_014859725.1	0
GB_GCA_047617405.1	2
RS_GCF_019879105.1	3
GB_GCA_042217235.1	2
GB_GCA_021790425.1	0
GB_GCA_021807125.1	0
GB_GCA_003695045.1	0
GB_GCA_003663115.1	0
GB_GCA_963719035.1	1
GB_GCA_052388195.1	1
GB_GCA_963771555.1	0
GB_GCA_964544285.1	0
GB_GCA_003662205.1	0
RS_GCF_024300825.1	1
RS_GCF_001315985.1	0
GB_GCA_030700155.1	0
GB_GCA_022750455.1	0
GB_GCA_021107855.1	0
GB_GCA_036007995.1	0
GB_GCA_965209085.1	0
GB_GCA_964468545.1	0
GB_GCA_002718215.1	0
GB_GCA_030607575.1	0
GB_GCA_964459665.1	0
RS_GCF_000691865.1	0
RS_GCF_900103715.1	3
GB_GCA_025057985.1	0
GB_GCA_021848165.1	0
GB_GCA_041653195.1	0
GB_GCA_026396995.1	0
GB_GCA_049472215.1	1
GB_GCA_016203345.1	0
GB_GCA_002701145.1	2
GB_GCA_964552335.1	0
GB_GCA_944320495.1	0
RS_GCF_036625485.1	1
GB_GCA_964385185.1	0
GB_GCA_964383425.1	0
GB_GCA_035253945.1	1
GB_GCA_963760485.1	0
GB_GCA_014361205.1	0
GB_GCA_964518285.1	0
GB_GCA_034659615.1	0
GB_GCA_964637155.1	0
GB_GCA_014361165.1	0
GB_GCA_043801855.1	1
GB_GCA_964519415.1	0
GB_GCA_020057405.1	0
GB_GCA_964640225.1	1
GB_GCA_038845865.1	0
GB_GCA_016212525.1	0
GB_GCA_046261955.1	0
GB_GCA_017609795.1	0
GB_GCA_005888745.1	1
GB_GCA_018302135.1	0
GB_GCA_050749365.1	0
RS_GCF_017873855.1	0
GB_GCA_027064845.1	0
GB_GCA_963991835.1	4
GB_GCA_964390715.1	0
GB_GCA_041638175.1	0
GB_GCA_963750605.1	0
GB_GCA_021822985.1	0
GB_GCA_964635675.1	0
GB_GCA_964591705.1	0
RS_GCF_001886955.1	1
GB_GCA_964653825.1	0
GB_GCA_003649745.1	0
GB_GCA_028279765.1	1
RS_GCF_030055635.1	0
GB_GCA_040758235.1	1
RS_GCF_900317865.1	0
GB_GCA_009778385.1	0
GB_GCA_964391625.1	0
GB_GCA_016929175.1	1
GB_GCA_051747145.1	2
GB_GCA_964522205.1	0
GB_GCA_023137655.1	0
GB_GCA_013378385.1	0
GB_GCA_027051095.1	0
GB_GCA_046533775.1	0
GB_GCA_046705565.1	0
GB_GCA_016180235.1	0
GB_GCA_964402905.1	0
GB_GCA_023484105.1	0
GB_GCA_964480705.1	1
GB_GCA_023380615.1	0
GB_GCA_041550515.1	1
GB_GCA_002731395.1	3
GB_GCA_030611625.1	0
GB_GCA_033549165.1	0
GB_GCA_001761425.1	1
GB_GCA_003552585.1	0
GB_GCA_030539795.1	0
GB_GCA_964654895.1	0
GB_GCA_038874595.1	0
GB_GCA_013152815.1	1
GB_GCA_043817405.1	0
GB_GCA_963716035.1	0
GB_GCA_042138065.1	0
GB_GCA_003589585.1	0
GB_GCA_041662045.1	1
GB_GCA_028867115.1	0
RS_GCF_017873625.1	0
GB_GCA_020344435.1	0
GB_GCA_038044245.1	0
RS_GCF_000784355.1	0
GB_GCA_016179955.1	0
RS_GCF_001317345.1	0
RS_GCF_004087835.1	2
GB_GCA_964342415.1	0
RS_GCF_000243255.1	2
RS_GCF_023016325.1	0
GB_GCA_016213525.1	0
RS_GCF_004114375.1	2
GB_GCA_964462875.1	0
GB_GCA_028439805.1	0
GB_GCA_035655375.1	0
GB_GCA_011372835.1	1
RS_GCF_052055875.1	0
GB_GCA_964455675.1	0
GB_GCA_041603475.1	0
GB_GCA_036733325.1	0
GB_GCA_004377185.1	2
GB_GCA_018609945.1	1
GB_GCA_022572285.1	1
GB_GCA_018383815.1	0
GB_GCA_016218635.1	0
GB_GCA_021832495.1	0
GB_GCA_964556935.1	2
GB_GCA_016926395.1	0
RS_GCF_024228315.1	1
RS_GCF_024464655.1	3
GB_GCA_016931255.1	0
GB_GCA_049516875.1	0
GB_GCA_021160605.1	0
GB_GCA_021785735.1	0
GB_GCA_035529515.1	0
GB_GCA_043808705.1	0
GB_GCA_023269295.1	1
GB_GCA_023393455.1	0
GB_GCA_038200885.1	0
GB_GCA_030044375.1	0
GB_GCA_011046235.1	0
GB_GCA_964016325.1	2
RS_GCF_045603845.1	0
GB_GCA_963632775.1	0
GB_GCA_030154045.1	0
GB_GCA_019058495.1	0
GB_GCA_036162675.1	4
GB_GCA_000336955.1	2
GB_GCA_013329905.1	3
GB_GCA_030670015.1	0
RS_GCF_000211475.1	0
GB_GCA_021161055.1	0
GB_GCA_964472615.1	0
GB_GCA_963720465.1	0
GB_GCA_019323495.1	0
GB_GCA_023705945.1	0
GB_GCA_021800515.1	0
GB_GCA_003661825.1	0
RS_GCF_000007185.1	0
GB_GCA_030610785.1	0
RS_GCF_000022205.1	2
GB_GCA_038894875.1	0
GB_GCA_964639105.1	0
GB_GCA_013202845.1	0
RS_GCF_024138125.1	3
GB_GCA_050261115.1	0
GB_GCA_021785375.1	0
GB_GCA_016866935.1	0
GB_GCA_002839605.1	0
GB_GCA_049199595.1	0
GB_GCA_021161745.1	0
RS_GCF_005543295.1	3
RS_GCF_024227435.1	3
GB_GCA_964374125.1	0
RS_GCF_002727125.1	2
GB_GCA_013330055.1	0
GB_GCA_964413705.1	0
GB_GCA_018657845.1	0
GB_GCA_937892275.1	0
RS_GCF_046529725.1	0
GB_GCA_024280975.1	0
GB_GCA_021844945.1	0
GB_GCA_017608985.1	0
GB_GCA_023245385.1	0
GB_GCA_035561675.1	0
GB_GCA_036833835.1	1
GB_GCA_035289005.1	0
GB_GCA_049675585.1	0
GB_GCA_002497195.1	0
GB_GCA_038046625.1	0
GB_GCA_050749765.1	0
GB_GCA_038043805.1	0
GB_GCA_017609845.1	0
GB_GCA_002505585.1	0
GB_GCA_963726195.1	0
GB_GCA_021817325.1	0
RS_GCF_946184425.1	0
GB_GCA_043812975.1	1
GB_GCA_050013375.1	0
GB_GCA_030750665.1	2
GB_GCA_027076285.1	0
GB_GCA_043810245.1	0
GB_GCA_014729995.1	1
RS_GCF_001282785.1	2
GB_GCA_028714395.1	1
GB_GCA_963796355.1	0
GB_GCA_000380705.1	0
GB_GCA_964448885.1	0
RS_GCF_045112895.1	0
GB_GCA_041659465.1	1
GB_GCA_021807085.1	0
RS_GCF_025399835.1	2
RS_GCF_030553305.1	2
GB_GCA_964410435.1	0
GB_GCA_002789635.1	0
GB_GCA_017608725.1	0
GB_GCA_035253865.1	0
GB_GCA_964433855.1	0
GB_GCA_964399485.1	0
GB_GCA_964480245.1	0
GB_GCA_964615185.1	0
GB_GCA_021817605.1	0
GB_GCA_038847005.1	0
GB_GCA_048885185.1	1
GB_GCA_018221065.1	1
GB_GCA_964353435.1	1
GB_GCA_031256615.1	0
GB_GCA_038845975.1	0
GB_GCA_041662685.1	0
GB_GCA_041548445.1	0
RS_GCF_042663585.1	2
GB_GCA_963752255.1	0
GB_GCA_964563995.1	0
GB_GCA_038887515.1	0
GB_GCA_002763025.1	0
RS_GCF_003722075.1	0
GB_GCA_030605895.1	0
GB_GCA_964502835.1	0
GB_GCA_002067705.1	0
GB_GCA_964503195.1	0
GB_GCA_027492205.1	0
GB_GCA_017610005.1	1
GB_GCA_035293285.1	0
GB_GCA_018396955.1	0
GB_GCA_028688175.1	0
GB_GCA_001896725.1	0
GB_GCA_963741095.1	1
GB_GCA_963760905.1	0
RS_GCF_015062915.1	0
GB_GCA_964471045.1	0
GB_GCA_038882655.1	0
GB_GCA_038852285.1	1
RS_GCF_900110865.1	3
GB_GCA_964591915.1	0
GB_GCA_965367995.1	0
GB_GCA_965203315.1	0
GB_GCA_964563055.1	1
RS_GCF_001316245.1	0
GB_GCA_964491675.1	2
GB_GCA_030602935.1	0
GB_GCA_003160755.1	0
RS_GCF_004137855.1	0
GB_GCA_000350305.1	0
RS_GCF_024372725.1	0
GB_GCA_016939415.1	0
GB_GCA_964581775.1	0
GB_GCA_025058515.1	0
GB_GCA_035280585.1	0
GB_GCA_964608065.1	0
GB_GCA_020355185.1	0
GB_GCA_013331375.1	0
GB_GCA_051748785.1	3
GB_GCA_043814055.1	0
GB_GCA_024256245.1	1
GB_GCA_026414185.1	1
GB_GCA_018397055.1	0
RS_GCF_000328525.1	3
GB_GCA_027011045.1	0
RS_GCF_000019605.1	0
GB_GCA_938017505.1	0
GB_GCA_049697815.1	0
GB_GCA_035656255.1	0
GB_GCA_964447685.1	1
GB_GCA_964598735.1	2
GB_GCA_964534855.1	0
GB_GCA_051819785.1	0
GB_GCA_963749195.1	0
GB_GCA_963583115.1	1
GB_GCA_018303285.1	0
GB_GCA_028712125.1	0
GB_GCA_964592335.1	0
GB_GCA_022729355.1	0
GB_GCA_964401205.1	0
GB_GCA_013390745.1	0
GB_GCA_018303315.1	0
GB_GCA_003724325.1	0
GB_GCA_964584335.1	1
GB_GCA_025059195.1	0
GB_GCA_021802205.1	0
GB_GCA_963662995.2	0
GB_GCA_014728745.1	0
GB_GCA_018396815.1	0
GB_GCA_963999385.1	2
GB_GCA_038044305.1	0
GB_GCA_016185815.1	0
GB_GCA_023381355.1	0
GB_GCA_964428325.1	0
GB_GCA_002792915.1	0
RS_GCF_002761295.1	0
RS_GCF_045690325.1	0
GB_GCA_016935155.1	0
GB_GCA_002505775.1	2
RS_GCF_032594095.1	0
GB_GCA_030616305.1	0
GB_GCA_021818995.1	0
GB_GCA_964426325.1	2
GB_GCA_002495465.1	0
GB_GCA_039091735.1	0
GB_GCA_025934495.1	0
GB_GCA_025453475.1	0
GB_GCA_964384995.1	1
GB_GCA_963797975.1	0
RS_GCF_031200575.1	0
RS_GCF_004015825.1	3
GB_GCA_038878695.1	0
GB_GCA_002509485.1	0
GB_GCA_020348365.1	0
GB_GCA_021850625.1	0
GB_GCA_023133315.1	0
GB_GCA_036803605.1	0
GB_GCA_042218125.1	1
GB_GCA_003023565.1	2
GB_GCA_021791075.1	0
GB_GCA_964371275.1	0
GB_GCA_002504405.1	0
