marts_id,uniprot,kingdom,domain_configuration
marts_E00696,G3CCC0,Plants,γ + β + α1D
marts_E00697,G2P5T1,Bacteria,α1G
marts_E00698,G1JUH5,Plants,β + α1D
marts_E00699,G1JUH4,Plants,β + α1D
marts_E00700,G1JUH1,Plants,β + α1D
marts_E00701,G1DGI7,Plants,γ + β + α1D
marts_E00702,G0Y7D3,Plants,β + α1D
marts_E00703,G0Y7D2,Plants,β + α1D
marts_E00704,G0Y7D1,Plants,β + α1D
marts_E00705,G0Y288,Plants,α4A
marts_E00706,G0Y287,Plants,α4A
marts_E00707,G0Y286,Plants,α4A
marts_E00709,F9XLC1,Fungi,α3B
marts_E00710,F9WZD2,Fungi,α3B
marts_E00711,F9WWF1,Fungi,α3B
marts_E00712,F8WQD0,Plants,ε + δ2
marts_E00713,F8UL81,Plants,β + α1D
marts_E00714,F8UL80,Plants,β + α1D
marts_E00715,F8TWC9,Plants,β + α1D
marts_E00716,F8JSS1,Bacteria,ε + δ2
marts_E00717,F6M8I0,Plants,β + α1D
marts_E00719,F2XFB2,Plants,γ + β + α1D
marts_E00720,F2XFA8,Plants,β + α1D
marts_E00721,F2XFA6,Plants,β + α1D
marts_E00722,F2XFA5,Plants,β + α1D
marts_E00723,F2XFA4,Plants,β + α1D
marts_E00724,F2XFA2,Plants,β + α1D
marts_E00725,F2XFA1,Plants,β + α1D
marts_E00726,F2XFA0,Plants,β + α1D
marts_E00727,F2XF99,Plants,β + α1D
marts_E00728,F2XF98,Plants,β + α1D
marts_E00729,F2XF97,Plants,β + α1D
marts_E00730,F2XF96,Plants,β + α1D
marts_E00731,F2XF95,Plants,β + α1D
marts_E00732,F2XF94,Plants,β + α1D
marts_E00733,F2XF93,Plants,β + α1D
marts_E00734,F2XF92,Plants,γ + β + α1D
marts_E00735,F1CKJ1,Plants,β + α1D
marts_E00736,F1CKI9,Plants,β + α1D
marts_E00737,F1CKI8,Plants,β + α1D
marts_E00738,F1CKI6,Plants,β + α1D
marts_E00739,F1A1D4,Protists,α1G
marts_E00740,F0ZPL2,Protists,α1G
marts_E00741,F0ZLU4,Protists,α1G
marts_E00742,F0ZL92,Protists,α1G
marts_E00743,F0ZK52,Protists,α1G
marts_E00744,F0ZDD0,Protists,α1G
marts_E00745,,Animals,α1E
marts_E00746,,Animals,α1E
marts_E00747,E9N3U9,Plants,β + α1D
marts_E00748,E9F8R9,Fungi,α1G
marts_E00749,E9F5E9,Fungi,α3B
marts_E00750,E9E766,Fungi,α1G
marts_E00751,E8W6C7,Bacteria,α1G
marts_E00752,E7DN64,Plants,ε + δ2
marts_E00753,E7DN63,Plants,ε + δ2
marts_E00755,E5L4Y4,Plants,β + α1D
marts_E00756,E5GAG4,Plants,β + α1D
marts_E00757,E5GAG2,Plants,β + α1D
marts_E00758,E5GAG1,Plants,β + α1D
marts_E00759,E5GAG0,Plants,β + α1D
marts_E00760,E5GAF8,Plants,β + α1D
marts_E00761,E5GAF7,Plants,β + α1D
marts_E00762,E5GAF6,Plants,β + α1D
marts_E00763,E5GAF5,Plants,β + α1D
marts_E00764,E5GAF4,Plants,β + α1D
marts_E00765,E5GAF3,Plants,β + α1D
marts_E00766,E4V6I8,Fungi,ε + δ2
marts_E00767,E4N7E5,Bacteria,α1G
marts_E00768,E4MYY0,Bacteria,α1G
marts_E00769,E3WDE2,Plants,γ + β + α1D
marts_E00770,A0A0A0RDZ8,Plants,β + α1D
marts_E00771,E3W208,Plants,β + α1D
marts_E00772,E3W207,Plants,β + α1D
marts_E00773,E3W206,Plants,β + α1D
marts_E00774,E3W205,Plants,β + α1D
marts_E00775,E3W204,Plants,β + α1D
marts_E00776,E3W203,Plants,β + α1D
marts_E00777,E3W202,Plants,β + α1D
marts_E00779,E2IUB0,Plants,ε + δ2
marts_E00780,E2IUA9,Plants,ε + δ2
marts_E00781,E2IUA8,Plants,ε + δ2
marts_E00782,E2IUA7,Plants,ε + δ2
marts_E00783,E2IUA6,Plants,ε + δ2
marts_E00784,E2IHE0,Plants,γ + β + α1D
marts_E00785,E2E2P2,Plants,β + α1D
marts_E00786,E2E2P1,Plants,β + α1D
marts_E00787,E2E2P0,Plants,β + α1D
marts_E00788,E2E2N8,Plants,β + α1D
marts_E00789,E2E2N7,Plants,β + α1D
marts_E00790,E2E2N5,Plants,β + α1D
marts_E00791,E2E2N4,Plants,β + α1D
marts_E00792,E2E2N3,Plants,β + α1D
marts_E00793,,Animals,α1E
marts_E00794,,Animals,α1E
marts_E00795,D9XDR8,Bacteria,α1G
marts_E00796,D9XD61,Bacteria,α1G
marts_E00797,D9J0D5,Plants,β + α1D
marts_E00798,D9J0D4,Plants,β + α1D
marts_E00799,D9J0D3,Plants,β + α1D
marts_E00800,D8RNZ9,Plants,α1G
marts_E00801,D8RLD3,Plants,α1G
marts_E00803,D7PHZ5,Fungi,α3B
marts_E00805,D5SL78,Bacteria,α1G
marts_E00806,D5SJ87,Bacteria,γ + δ1
marts_E00807,D5KXJ0,Bacteria,α4B
marts_E00808,D5KXD2,Plants,β + α1D
marts_E00811,D3KYU2,Bacteria,α1G
marts_E00812,D2YZP9,Plants,β + α1D
marts_E00813,D2XEB3,Plants,γ + β + α1D
marts_E00814,D2X8Y8,Plants,γ + β + α1D
marts_E00815,D2X8G2,Plants,γ + β + α1D
marts_E00816,D2X8G1,Plants,γ + β + α1D
marts_E00817,D2X8G0,Plants,γ + β + α1D
marts_E00819,D2B747,Bacteria,α1G
marts_E00820,D1MJ52,Plants,β + α1D
marts_E00821,D0VMR8,Plants,β + α1D
marts_E00822,D0VMR7,Plants,β + α1D
marts_E00823,D0VMR6,Plants,β + α1D
marts_E00824,D0VFU8,Plants,α4A
marts_E00825,D0UZK2,Plants,β + α1D
marts_E00826,,Animals,α1E
marts_E00827,,Fungi,α1B + α3B
marts_E00828,C9K2Q3,Fungi,α1B + α3B
marts_E00829,C9K1X5,Bacteria,α1H
marts_E00831,C8XPS0,Plants,β + α1D
marts_E00832,C7SCX0,Plants,ε + δ2
marts_E00833,C7PLV2,Bacteria,α1G
marts_E00834,C7E5W0,Plants,β + α1D
marts_E00835,C7E5V9,Plants,β + α1D
marts_E00836,C7E5V8,Plants,β + α1D
marts_E00837,C7E5V7,Plants,β + α1D
marts_E00839,C5YN30,Plants,β + α1D
marts_E00840,C5YHZ9,Plants,β + α1D
marts_E00841,C5YHI2,Plants,β + α1D
marts_E00842,C5YHH7,Plants,β + α1D
marts_E00843,C5I6F7,Plants,β + α1D
marts_E00844,C5H3I7,Plants,β + α1D
marts_E00845,C3RSF5,Plants,β + α1D
marts_E00846,C1K5M3,Plants,γ + β + α1D
marts_E00847,C0SSW7,Plants,γ + β + α1D
marts_E00848,C0PTH8,Plants,β + α1D
marts_E00849,C0PT35,Plants,β + α1D
marts_E00850,C0PPR1,Plants,β + α1D
marts_E00851,C0PPM5,Plants,β + α1D
marts_E00852,C0KWV7,Plants,β + α1D
marts_E00853,C0KWV6,Plants,β + α1D
marts_E00854,C0KWV5,Plants,β + α1D
marts_E00855,C0KWV4,Plants,β + α1D
marts_E00856,C0KWV3,Plants,β + α1D
marts_E00857,,Fungi,α1G
marts_E00858,,Fungi,α1I
marts_E00859,,Fungi,α1I
marts_E00861,,Fungi,α1G
marts_E00862,,Fungi,α1G
marts_E00863,,Fungi,α1G
marts_E00864,,Fungi,α1G
marts_E00865,,Fungi,α1I
marts_E00866,,Fungi,α1G
marts_E00867,,Fungi,α1G
marts_E00868,,Fungi,α1G
marts_E00869,,Fungi,α1G
marts_E00870,,Fungi,α1G
marts_E00871,,Fungi,α1I
marts_E00872,,Fungi,α1I
marts_E00873,,Fungi,α1G
marts_E00874,,Fungi,α1G
marts_E00875,,Fungi,α1G
marts_E00876,,Fungi,α1G
marts_E00877,,Fungi,α1G
marts_E00878,,Fungi,α1I
marts_E00879,,Fungi,α1I
marts_E00880,,Fungi,α1G
marts_E00881,,Animals,α1E
marts_E00882,,Animals,α1E
marts_E00883,B9X0J1,Plants,ε + δ2
marts_E00884,B9T625,Plants,γ + β + α1D
marts_E00885,B9S9Z3,Plants,β + α1D
marts_E00886,B9RXW0,Plants,β + α1D
marts_E00887,B9RHW5,Plants,β + α1D
marts_E00888,B9GSM9,Plants,γ + β + α1D
marts_E00890,B8PQ84,Plants,γ + β + α1D
marts_E00891,B8PD44,Fungi,α1G
marts_E00892,B6UV92,Plants,α4B
marts_E00893,B6SCF6,Plants,β + α1D
marts_E00894,B6SCF5,Plants,β + α1D
marts_E00895,B6SCF4,Plants,β + α1D
marts_E00897,B6HFX8,Fungi,α1B + α3B
marts_E00899,B6EXY6,Plants,ε + δ2
marts_E00900,B5HDJ6,Bacteria,α1G
marts_E00901,B5H7H3,Bacteria,α1G
marts_E00902,B5GW45,Bacteria,α1G
marts_E00903,B5GS26,Bacteria,α1G
marts_E00904,B5GRC8,Bacteria,α1G
marts_E00905,B5GMG2,Bacteria,α1G
marts_E00906,B5A435,Plants,β + α1D
marts_E00907,B5A434,Plants,β + α1D
marts_E00908,B4YYR2,Plants,β + α1D
marts_E00909,B4YA15,Fungi,α3B
marts_E00910,B4XAK6,Plants,β + α1D
marts_E00911,B4XAK5,Plants,β + α1D
marts_E00912,B4XAK4,Plants,β + α1D
marts_E00913,B3Y522,Plants,ε + δ2
marts_E00914,B3TPQ7,Plants,β + α1D
marts_E00915,B3TPQ6,Plants,β + α1D
marts_E00916,B2KSJ6,Plants,β + α1D
marts_E00917,B2KSJ5,Plants,β + α1D
marts_E00918,B2J4A4,Bacteria,α1G
marts_E00919,B2DBF1,Fungi,γ + δ1 + α1C
marts_E00920,B2DBF0,Fungi,γ + δ1 + α1C
marts_E00921,B2DBE9,Fungi,α3B
marts_E00922,B2DBE8,Fungi,α3B
marts_E00923,B2C4D8,Plants,β + α1D
marts_E00924,B2C4D7,Plants,β + α1D
marts_E00925,B2C4D6,Plants,β + α1D
marts_E00926,B2C4D5,Plants,β + α1D
marts_E00927,B2C4D4,Plants,β + α1D
marts_E00928,B2C4D3,Plants,β + α1D
marts_E00929,B2C4D0,Plants,β + α1D
marts_E00930,B1XJV9,Bacteria,α3A
marts_E00931,B1W019,Bacteria,α1G
marts_E00933,B1B1U4,Plants,β + α1D
marts_E00934,B1B1U3,Plants,β + α1D
marts_E00936,B0Y565,Fungi,ε + δ2
marts_E00937,B0KZ40,Plants,α4B
marts_E00938,B0FGA9,Plants,β + α1D
marts_E00941,A9GK58,Bacteria,α1G
marts_E00942,A9FZ87,Bacteria,α1G
marts_E00943,A9AWD5,Bacteria,γ + δ1
marts_E00944,A8R7G3,Plants,ε + δ2
marts_E00945,A8NU13,Fungi,α1G
marts_E00946,A8NE23,Fungi,α1G
marts_E00947,A8NCK5,Fungi,α1I
marts_E00948,A8CDT3,Plants,ε + δ2
marts_E00949,A8CDT2,Plants,ε + δ2
marts_E00950,A8C981,Plants,ε + δ2
marts_E00951,A8C980,Plants,ε + δ2
marts_E00952,A7NH01,Bacteria,α1G
marts_E00953,A7IZZ2,Plants,β + α1D
marts_E00954,A7IZZ1,Plants,β + α1D
marts_E00955,A7BJ36,Plants,ε + δ2
marts_E00956,A7BJ35,Plants,ε + δ2
marts_E00957,A7BG60,Plants,β + α1D
marts_E00958,A6XH06,Plants,β + α1D
marts_E00959,A6XH05,Plants,β + α1D
marts_E00960,A5YZT7,Plants,β + α1D
marts_E00961,A5Y5L5,Plants,β + α1D
marts_E00962,A5LHW8,Plants,ε + δ2
marts_E00963,A5BEB8,Plants,β + α1D
marts_E00964,A5AQH7,Plants,β + α1D
marts_E00965,A5A8G0,Plants,γ + β + α1D
marts_E00968,A4KAG8,Plants,γ + β + α1D
marts_E00969,A4KAG7,Plants,γ + β + α1D
marts_E00970,A4FVP2,Plants,β + α1D
marts_E00971,A4FG19,Bacteria,α1G
marts_E00972,A3KI17,Bacteria,α1G
marts_E00973,A2PZA5,Fungi,α1B + α3B
marts_E00976,A1DN30,Fungi,α1B + α3B
marts_E00978,A1C8C3,Fungi,α1B + α3B
marts_E00980,Q5UBY0,Plants,β + α1D
marts_E00981,A0RZI2,Plants,β + α1D
marts_E00982,A0A8K1AY78,Fungi,α1B + α3B
marts_E00983,A0A8F4SPZ5,Fungi,α1B + α3B
marts_E00984,A0A8F4SPY9,Fungi,α1B + α3B
marts_E00985,A0A8F4SNK9,Fungi,α1B + α3B
marts_E00986,A0A8F4SNK4,Fungi,α1B + α3B
marts_E00987,A0A8F4SKU0,Fungi,α1B + α3B
marts_E00988,A0A8F4SKT7,Fungi,α1B + α3B
marts_E00989,A0A8F4SK87,Fungi,α1B + α3B
marts_E00991,A0A8F4SK83,Fungi,α1B + α3B
marts_E00992,A0A8F4SK79,Fungi,α1B + α3B
marts_E00993,A0A8F4PQP7,Fungi,α1B + α3B
marts_E00994,A0A8F4PQI4,Fungi,α1B + α3B
marts_E00995,A0A8F4PQH5,Fungi,α1B + α3B
marts_E00996,A0A8F4PPJ2,Fungi,α1B + α3B
marts_E00997,A0A8F4PPI6,Fungi,α1B + α3B
marts_E00998,A0A8F4PPH7,Fungi,α1B + α3B
marts_E00999,A0A8F4PP18,Fungi,α1B + α3B
marts_E01000,A0A8F4PNT7,Fungi,α1B + α3B
marts_E01002,A0A8F4PNJ7,Fungi,α1B + α3B
marts_E01003,A0A8F4PMY5,Fungi,α1B + α3B
marts_E01004,A0A8F4PMX6,Fungi,α1B + α3B
marts_E01005,A0A8F4PMV8,Fungi,α1B + α3B
marts_E01006,A0A7S5L3J3,Plants,β + α1D
marts_E01007,A0A7S5L3H2,Plants,β + α1D
marts_E01008,A0A7S5L324,Plants,β + α1D
marts_E01009,A0A7S5GI44,Plants,β + α1D
marts_E01010,A0A7S5GI43,Plants,α1D
marts_E01011,A0A7L7SG75,Plants,β + α1D
marts_E01012,A0A7L7SES4,Plants,β + α1D
marts_E01013,A0A7L7SCQ9,Plants,β + α1D
marts_E01014,A0A7L7S8U7,Plants,β + α1D
marts_E01015,A0A7L7S5T2,Plants,β + α1D
marts_E01016,A0A7G5KLV3,Plants,β + α1D
marts_E01017,A0A7G5KLV2,Plants,β + α1D
marts_E01018,A0A7G5KLV1,Plants,β + α1D
marts_E01019,A0A7G5KLV0,Plants,β + α1D
marts_E01020,A0A7D0AGU9,Animals,α3B
marts_E01021,A0A6S6QR11,Fungi,γ + δ1 + α1C
marts_E01022,A0A6S6QJ62,Fungi,α3B
marts_E01023,A0A6P8ANR6,Fungi,α1B + α3B
marts_E01026,A0A6M6CCF6,Plants,β + α1D
marts_E01027,A0A6G7GHF5,Fungi,α1B + α3B
marts_E01028,A0A6C0TLK1,Plants,β + α1D
marts_E01029,A0A6C0TL59,Plants,β + α1D
marts_E01030,A0A6C0TJK8,Plants,β + α1D
marts_E01031,A0A6C0THV5,Plants,β + α1D
marts_E01032,A0A6C0QES1,Plants,β + α1D
marts_E01033,A0A6B8N4Y9,Plants,β + α1D
marts_E01034,A0A6B8N100,Plants,β + α1D
marts_E01035,A0A6B8MS60,Plants,β + α1D
marts_E01036,A0A6A6W5M9,Fungi,α1B + α3B
marts_E01037,A0A678QA10,Plants,β + α1D
marts_E01038,A0A650A872,Plants,β + α1D
marts_E01039,A0A650A7N9,Plants,β + α1D
marts_E01040,A0A650A7N6,Plants,β + α1D
marts_E01041,A0A650A7M1,Plants,β + α1D
marts_E01043,A0A650A7I8,Plants,β + α1D
marts_E01044,A0A650A7H3,Plants,β + α1D
marts_E01045,A0A5S9I252,Fungi,α1G
marts_E01046,A0A5Q0QU70,Fungi,α1G
marts_E01047,A0A5Q0QSI8,Fungi,α1G
marts_E01048,A0A5Q0QRJ3,Fungi,α1G
marts_E01049,A0A5Q0QP64,Fungi,α1G
marts_E01050,A0A5Q0QNJ2,Fungi,α1G
marts_E01051,A0A5Q0QNH9,Fungi,α1G
marts_E01052,A0A5Q0QN66,Fungi,α1G
marts_E01053,A0A5Q0QMX1,Fungi,α1G
marts_E01054,A0A5Q0QMX0,Fungi,α1G
marts_E01055,A0A5K6WHY7,Plants,β + α1D
marts_E01057,A0A4Y5QVX6,Plants,β + α1D
marts_E01059,A0A4Y5L9K3,Plants,β + α1D
marts_E01060,A0A4S8MAF3,Fungi,α1G
marts_E01061,A0A482IC14,Plants,β + α1D
marts_E01062,A0A482AJV9,Plants,β + α1D
marts_E01064,A0A3S9GVB5,Plants,α1G
marts_E01065,A0A3S9GV71,Plants,α1G
marts_E01066,A0A3Q9FFM1,Fungi,α1B + α3B
marts_E01069,A0A3G9F1F9,Plants,β + α1D
marts_E01070,A0A3G9EY38,Plants,β + α1D
marts_E01071,A0A3G9EJV0,Plants,β + α1D
marts_E01072,A0A3G9EJT8,Plants,β + α1D
marts_E01073,A0A3G9ED98,Plants,β + α1D
marts_E01074,A0A3G9EAS3,Plants,β + α1D
marts_E01075,A0A3G1QTU5,Plants,γ + β + α1D
marts_E01076,A0A3G1QTS7,Plants,γ + β + α1D
marts_E01077,A0A3G1HQN7,Fungi,α1G
marts_E01080,A0A386JV86,Animals,α3B
marts_E01081,A0A385AJN0,Protists,α1G
marts_E01082,A0A385AJM7,Plants,α1G
marts_E01083,A0A385AJM6,Protists,α1G
marts_E01084,A0A385AJM4,Protists,α1G
marts_E01085,A0A385AJM2,Protists,α1G
marts_E01086,F4Q7D4,Protists,α1G
marts_E01087,A0A348FUE1,Fungi,γ + δ1 + α3B
marts_E01088,A0A348DU52,Fungi,α1B + α3B
marts_E01089,A0A348B793,Fungi,α1I
marts_E01090,A0A348B790,Fungi,α1G
marts_E01091,A0A348B788,Fungi,α1G
marts_E01092,A0A348B784,Fungi,α1G
marts_E01093,A0A348B782,Fungi,α1G
marts_E01094,A0A348B781,Fungi,α1G
marts_E01095,A0A348B780,Fungi,α1G
marts_E01096,A0A348B779,Fungi,α1G
marts_E01097,A0A348AUW1,Plants,β + α1D
marts_E01098,A0A348AUW0,Plants,β + α1D
marts_E01099,A0A348AUV9,Plants,β + α1D
marts_E01100,A0A348AUV7,Plants,β + α1D
marts_E01101,A0A348AUV6,Plants,β + α1D
marts_E01102,A0A348AUV5,Plants,β + α1D
marts_E01103,A0A345ZQ22,Plants,γ + β + α1D
marts_E01105,A0A343W970,Animals,α3B
marts_E01106,A0A343W969,Animals,α3B
marts_E01107,A0A2Z6FZ31,Fungi,α1B + α3B
marts_E01108,A0A2Z6E9F0,Plants,β + α1D
marts_E01109,A0A2Z6E967,Plants,β + α1D
marts_E01110,A0A2Z6AQX7,Fungi,α1B + α3B
marts_E01111,A0A2Z6AQX6,Fungi,α1B + α3B
marts_E01112,A0A2R4QKX7,Plants,β + α1D
marts_E01114,A0A2P2GK84,Bacteria,ε + δ2
marts_E01115,A0A2L0VXR5,Fungi,α3B
marts_E01116,A0A2L0VXR0,Fungi,γ + δ1 + α1C
marts_E01117,A0A2K9RG07,Plants,γ + β + α1D
marts_E01118,A0A2K9RFZ9,Plants,β + α1D
marts_E01119,A0A2K9RFZ8,Plants,γ + β + α1D
marts_E01120,A0A2K9RFZ7,Plants,γ + β + α1D
marts_E01121,A0A2K9RFZ2,Plants,β + α1D
marts_E01122,A0A2K9RFY0,Plants,γ + β + α1D
marts_E01123,A0A2I6PJ05,Fungi,α3B
marts_E01124,A0A2A2D8W5,Bacteria,α1G
marts_E01125,A0A291SJC7,Bacteria,α1G
marts_E01126,A0A291LSD6,Plants,β + α1D
marts_E01127,A0A290U6P6,Plants,β + α1D
marts_E01128,A0A290U6N1,Plants,β + α1D
marts_E01129,A0A290U6M6,Plants,β + α1D
marts_E01130,A0A290U6M0,Plants,β + α1D
marts_E01131,A0A286R621,Plants,α1G
marts_E01133,A0A1Z3GCD1,Plants,γ + β + α1D
marts_E01134,A0A1Z3GC64,Plants,γ + β + α1D
marts_E01135,A0A1Z3GBK8,Plants,γ + β + α1D
marts_E01136,A0A1Y1C7Q5,Fungi,α1B + α3B
marts_E01137,A0A1X9ISP7,Plants,γ + β + α1D
marts_E01138,A0A1X9ISN9,Plants,γ + β + α1D
marts_E01139,A0A1X9ISH5,Plants,γ + β + α1D
marts_E01140,A0A1X9IRQ7,Plants,γ + β + α1D
marts_E01141,A0A1X9IRP7,Plants,β + α1D
marts_E01142,A0A1W6QDJ1,Plants,γ + β + α1D
marts_E01143,A0A1W6QDI7,Plants,β + α1D
marts_E01144,A0A1W6GW32,Plants,β + α1D
marts_E01145,A0A1W6GW18,Plants,β + α1D
marts_E01146,A0A1W6GW06,Plants,β + α1D
marts_E01147,A0A1V1FVQ6,Fungi,α1B + α3B
marts_E01148,A0A1V0QSG6,Plants,β + α1D
marts_E01149,A0A1V0QSF6,Plants,β + α1D
marts_E01150,A0A1V0QSF3,Plants,β + α1D
marts_E01151,A0A7J6HK32,Plants,β + α1D
marts_E01152,A0A1V0QSA8,Fungi,α3B
marts_E01153,A0A1V0E4A6,Plants,β + α1D
marts_E01154,A0A1V0E492,Plants,β + α1D
marts_E01155,A0A1V0D8Y5,Plants,β + α1D
marts_E01156,A0A1U8QLG8,Fungi,α3B
marts_E01157,A0A1U8QHE3,Fungi,γ + δ1 + α1C
marts_E01159,A0A1S5RW73,Plants,γ + β + α1D
marts_E01169,A0A1M6RNB3,Bacteria,α1G
marts_E01170,A0A1L9WUI2,Fungi,α1B
marts_E01171,A0A1L9UKS1,Fungi,α1B + α3B
marts_E01172,A0A1L7VZE7,Fungi,α1G
marts_E01173,A0A1L7U8F2,Fungi,α1G
marts_E01174,A0A1L7NYG3,Plants,β + α1D
marts_E01175,A0A1L7NYG2,Plants,β + α1D
marts_E01176,A0A1L7NYF8,Plants,β + α1D
marts_E01177,A0A1L6Z3A5,Plants,γ + β + α1D
marts_E01178,A0A1L6Z3A0,Plants,γ + β + α1D
marts_E01179,A0A1L5YKS7,Plants,α1G
marts_E01180,A0A1L2D3T3,Plants,β + α1D
marts_E01181,A0A1L1WGF5,Plants,β + α1D
marts_E01182,A0A1L1WGD9,Plants,β + α1D
marts_E01183,A0A1L1WGC4,Plants,β + α1D
marts_E01184,A0A1L1WGB8,Plants,β + α1D
marts_E01185,A0A1J0CQA6,Plants,α1G
marts_E01186,A0A1J0CQA2,Plants,α1G
marts_E01187,A0A1J0CQ97,Plants,α1I
marts_E01188,A0A1J0CQ92,Plants,α1G
marts_E01189,A0A1J0CQ90,Plants,α1G
marts_E01190,A0A1J0CQ86,Plants,α1G
marts_E01192,A0A1H0BVV7,Bacteria,α1G
marts_E01193,A0A1G9S4L4,Bacteria,α1G
marts_E01194,A0A1F5LDE4,Fungi,α1B + α3B
marts_E01195,A0A1D8PI71,Fungi,α4A
marts_E01196,A0A1D8PH78,Fungi,α3B
marts_E01197,A0A1D6LTV0,Plants,β + α1D
marts_E01198,A0A1D6KUI6,Plants,γ + β + α1D
marts_E01199,A0A1D6K6U5,Plants,γ + β + α1D
marts_E01201,A0A1D6EFT8,Plants,β + α1D
marts_E01202,A0A1C9J6A7,Plants,β + α1D
marts_E01203,A0A1C7AAN2,Plants,γ + β + α1D
marts_E01204,A0A1B4XBK0,Fungi,α3B
marts_E01205,A0A1B4XBG5,Fungi,α1G
marts_E01206,A0A178U9Y5,Plants,β + α1D
marts_E01207,A0A177DNJ5,Fungi,α1B + α3B
marts_E01208,A0A169T193,Fungi,α1B + α3B
marts_E01209,A0A167V661,Plants,β + α1D
marts_E01210,A0A167CIH5,Fungi,α1B + α3B
marts_E01211,A0A162QA28,Fungi,α1B + α3B
marts_E01212,A0A151ZEA6,Protists,α1G
marts_E01213,A0A144YEA5,Plants,α4A
marts_E01214,A0A142ZC57,Plants,α4A
marts_E01215,A0A142F308,Plants,β + α1D
marts_E01216,A0A142F309,Plants,β + α1D
marts_E01217,A0A142F310,Plants,β + α1D
marts_E01218,A0A142BX74,Plants,β + α1D
marts_E01221,A0A142BX70,Plants,β + α1D
marts_E01222,A0A140KFG9,Plants,β + α1D
marts_E01223,A0A140JWS2,Fungi,α3B
marts_E01224,A0A140AZ72,Animals,α3B
marts_E01225,A0A140AZ69,Animals,α3B
marts_E01226,A0A140AZ66,Animals,α3B
marts_E01227,A0A140AZ63,Animals,α3B
marts_E01228,A0A135LYJ9,Fungi,α1B + α3B
marts_E01229,A0A125SXN3,Plants,ε + δ2
marts_E01230,A0A125SXN2,Plants,ε + δ2
marts_E01231,A0A125SXN1,Plants,ε + δ2
marts_E01232,A0A125S8N2,Plants,β + α1D
marts_E01233,A0A125S8N1,Plants,β + α1D
marts_E01234,A0A100IAT3,Fungi,α1B + α3B
marts_E01235,A0A0U5GNT1,Fungi,δ3
marts_E01236,A0A0U5GLI1,Fungi,α1B + α3B
marts_E01238,A0A0U4KG90,Plants,β + α1D
marts_E01239,A0A0U4IMN4,Plants,β + α1D
marts_E01240,A0A0U4CDK4,Plants,γ + β + α1D
marts_E01241,A0A0U3LQ20,Plants,γ + β + α1D
marts_E01242,A0A0U3BRC5,Plants,α3A
marts_E01243,A0A0U2U4F3,Plants,ε + δ2
marts_E01244,A0A0U2D9C5,Plants,γ + β + α1D
marts_E01245,A0A0U1XRI2,Plants,β + α1D
marts_E01246,A0A0U1XNG2,Plants,β + α1D
marts_E01247,A0A0S2IHL6,Plants,ε + δ2
marts_E01248,A0A0P0ZEM1,Fungi,α1B + α3B
marts_E01249,A0A0P0ZD79,Fungi,α1B + α3B
marts_E01250,A0A0M5L832,Plants,γ + β + α1D
marts_E01251,A0A0M4MMY1,Plants,γ + β + α1D
marts_E01252,A0A0M4M0T9,Plants,γ + β + α1D
marts_E01253,A0A0M3Q1Q3,Plants,β + α1D
marts_E01254,A0A0H5BN61,Bacteria,α1G
marts_E01255,A0A0H5BN57,Bacteria,α1G
marts_E01256,A0A0H5BB10,Bacteria,γ + δ1
marts_E01257,A0A0H4U9R8,Plants,β + α1D
marts_E01260,A0A0F4GLU2,Fungi,α1B + α3B
marts_E01261,A0A0E3KJK7,Plants,β + α1D
marts_E01262,A0A0E3D8P4,Fungi,α3B
marts_E01263,A0A0E3D8M9,Fungi,α3B
marts_E01264,A0A0E0SP71,Fungi,ε + δ2
marts_E01265,A0A0E0LRP1,Plants,β + α1D
marts_E01266,A0A0D4D912,Plants,β + α1D
marts_E01267,A0A0D2L718,Fungi,α1G
marts_E01268,A0A0C9VD04,Fungi,α1G
marts_E01269,A0A0C3FBR2,Fungi,α1G
marts_E01270,A0A0B5KP67,Plants,β + α1D
marts_E01271,A0A0B4IF96,Fungi,α1G
marts_E01272,A0A0B4GN88,Fungi,α1G
marts_E01273,A0A0B4G504,Fungi,α1I
marts_E01274,A0A0B4G3Q7,Fungi,α1G
marts_E01275,A0A0B4FWC3,Fungi,α1G
marts_E01276,A0A0B4EB91,Fungi,α1G
marts_E01277,A0A0A7GEY4,Archaea,α3A
marts_E01280,A0A0A0RDR2,Plants,β + α1D
marts_E01281,A0A0A0RCB5,Plants,β + α1D
marts_E01283,A0A097ZIE0,Plants,β + α1D
marts_E01284,A0A097SRT3,Plants,γ + β + α1D
marts_E01285,A0A076L784,Plants,β + α1D
marts_E01286,A0A076L503,Plants,β + α1D
marts_E01287,A0A076L4Z9,Plants,β + α1D
marts_E01288,A0A076L4M0,Plants,β + α1D
marts_E01289,A0A076KZS5,Plants,β + α1D
marts_E01290,A0A076KZH5,Plants,β + α1D
marts_E01291,A0A076GBT5,Plants,β + α1D
marts_E01292,A0A076GAU9,Plants,β + α1D
marts_E01293,A0A076GAU5,Plants,β + α1D
marts_E01294,A0A076GAR6,Plants,β + α1D
marts_E01295,A0A075W3D9,Plants,β + α1D
marts_E01296,A0A075W0Z3,Plants,β + α1D
marts_E01297,A0A075FBT3,Plants,γ + β + α1D
marts_E01298,A0A075FBG7,Plants,β + α1D
marts_E01299,A0A075FAK4,Plants,γ + β + α1D
marts_E01300,A0A075FA51,Plants,γ + β + α1D
