dark_id,closest_marts_id,closest_marts_kingdom,distance
A0A9W9F2U8,marts_E00338,Bacteria,5.005293526300001
A0A972R8P6,marts_E01521,Bacteria,5.005162630599999
A0AA37LVC8,marts_E00338,Bacteria,5.004808774200001
A0A0D2EX40,marts_E00338,Bacteria,5.004648549100001
A0A7X8MT01,marts_E01083,Protists,5.004528365700001
A0A8H5YKE8,marts_E00338,Bacteria,5.0038698017000005
A0A420P5S4,marts_E00338,Bacteria,5.0010499818
A0A9J6NXH4,marts_E01083,Protists,5.0008221839
A0A1B6BCY8,marts_E01083,Protists,4.9994422384
A0A3B6C7V5,marts_E00941,Bacteria,4.9988571479
A0A4Q1ZYL4,marts_E01083,Protists,4.9977614202
A0A925IT35,marts_E01521,Bacteria,4.996995055399999
A0A453C3G6,marts_E00941,Bacteria,4.9900019275
A0A7Y2HKG6,marts_E01521,Bacteria,4.9896774995
A0A150PSJ5,marts_E00494,Bacteria,4.9884505364
A0A384JQC9,marts_E00338,Bacteria,4.9878541151
A0A8H7X4H8,marts_E00338,Bacteria,4.987614922800001
A0A3N5Y9J9,marts_E01083,Protists,4.9874184719
A0A8J2I6E8,marts_E00338,Bacteria,4.9873039128
A0A6A6F8F9,marts_E00338,Bacteria,4.980082749
A0AAD8TKV9,marts_E00941,Bacteria,4.9789524899
A0A6I9UXZ5,marts_E00941,Bacteria,4.9777062816
Q0V0A0,marts_E00338,Bacteria,4.9767712234
A0A9E0AUL3,marts_E01521,Bacteria,4.9726184252
W9HGE8,marts_E00338,Bacteria,4.9722903919
A0A449BL58,marts_E00183,Plants,4.969802444099999
B6TZQ0,marts_E00941,Bacteria,4.9692664426999995
A9B7K7,marts_E01185,Plants,4.9654093612
B4FH58,marts_E00941,Bacteria,4.9646494859
A0A2G2Y5C5,marts_E00941,Bacteria,4.9593875218
A0A8J7L0E5,marts_E01083,Protists,4.9592297014
E5A7E2,marts_E00338,Bacteria,4.958437503500001
A0A9W8YIN3,marts_E00338,Bacteria,4.958296494500001
A0A935E2H9,marts_E00494,Bacteria,4.9580305569
A0A850PX55,marts_E00337,Bacteria,4.9512642612999995
A0A941CNU5,marts_E01083,Protists,4.9509440489
A0A2S9YEA9,marts_E00337,Bacteria,4.9500721321
F7KLQ2,marts_E01083,Protists,4.949013365899999
A0A7U9MP07,marts_E01083,Protists,4.948850139799999
A0A0G1UC63,marts_E01521,Bacteria,4.9476306487
A0A921UC32,marts_E00941,Bacteria,4.9471874797
A0A517ZF24,marts_E00337,Bacteria,4.9458021728
A0A8S0RED7,marts_E00941,Bacteria,4.944663718899999
A0AAQ3U9W3,marts_E00941,Bacteria,4.9403787941
A0A950RQ96,marts_E00337,Bacteria,4.939678471
A0AAV9WAS7,marts_E00338,Bacteria,4.9377315676
A0A358S6F6,marts_E01083,Protists,4.937074065599999
A0A814NHJ7,marts_E01083,Protists,4.9360181643
A0A8J6ZZQ7,marts_E01521,Bacteria,4.935075146499999
A0A2T7CVP2,marts_E00941,Bacteria,4.9341364786
S3D7Y6,marts_E00338,Bacteria,4.9284537538999995
A0A8X7UD64,marts_E00941,Bacteria,4.9273830539
A0A3E3IX31,marts_E01083,Protists,4.923389245399999
A0A0D3EGH7,marts_E00941,Bacteria,4.9231106517
E3RWS4,marts_E00338,Bacteria,4.9224632742
A0A6P6TAW4,marts_E00941,Bacteria,4.9219022488
A0A975JVR2,marts_E00337,Bacteria,4.921360426
A0A4U7AS88,marts_E00338,Bacteria,4.920712717600001
A0A419W5A6,marts_E01083,Protists,4.918870441799999
A0A9D7TUJ2,marts_E01521,Bacteria,4.917575748999999
A0A7X5EED4,marts_E01083,Protists,4.9166074382
A0AAV5GWM0,marts_E01083,Protists,4.9139126215
A0A8H5D1Z9,marts_E00338,Bacteria,4.9115326631
A0A1D1XHM1,marts_E00941,Bacteria,4.911306565299999
A0A835W3G2,marts_E00941,Bacteria,4.910949305
A0A1S4BPS2,marts_E00941,Bacteria,4.9107590851
A0A3P6CZX7,marts_E00941,Bacteria,4.9096718723
A0A6P6TKP1,marts_E00941,Bacteria,4.9091782105
A0A350YZ16,marts_E01083,Protists,4.9079672209
A0A2P5HR42,marts_E00338,Bacteria,4.9077007385
A0A4Q3UTC5,marts_E00289,Bacteria,4.8993559596
A0A936GUW9,marts_E01521,Bacteria,4.8986484291
A0A9Q0HW57,marts_E00941,Bacteria,4.8981755335
X5DIC3,marts_E01083,Protists,4.8978355493
A0A833RF65,marts_E00941,Bacteria,4.8976786656
A0A399CYD9,marts_E01083,Protists,4.897463729599999
A0A946QSK5,marts_E01083,Protists,4.8968040867
A0A6I6K500,marts_E01083,Protists,4.896668858399999
A0A9D9V8W1,marts_E01521,Bacteria,4.8953276973
A0A0K8R002,marts_E01083,Protists,4.8940611468999995
A0A0C2A690,marts_E00337,Bacteria,4.8937180566
A0A532T2U8,marts_E01083,Protists,4.8932129343
A0A7C1EVZ1,marts_E00494,Bacteria,4.8917123267000004
A0AAD8LH72,marts_E00941,Bacteria,4.8910806331
A0A1M4N6Q5,marts_E01083,Protists,4.8906281358
A0A1M6K7C6,marts_E01083,Protists,4.8895201353
A6GKF9,marts_E00337,Bacteria,4.8877541211999995
A0AAN7Q789,marts_E00941,Bacteria,4.886899211299999
A0A2N2MWN8,marts_E01083,Protists,4.8838500545
A0A6D2IPX7,marts_E00941,Bacteria,4.8838342164999995
A0A956KIH0,marts_E00337,Bacteria,4.8802680228
A0A2K3CQ58,marts_E00941,Bacteria,4.878475627599999
A0AAV1I816,marts_E00941,Bacteria,4.8757480037
A0A835XW50,marts_E00941,Bacteria,4.8756176625
A0A7N0VLE9,marts_E00941,Bacteria,4.8709369598
A0A218VZC7,marts_E00941,Bacteria,4.8699241825
A0AAW1QNW5,marts_E00941,Bacteria,4.8698706659
A0A370TL61,marts_E00338,Bacteria,4.8696241057
A0AA38XE48,marts_E00338,Bacteria,4.8664973311
A0A6P4AXI3,marts_E00941,Bacteria,4.8643095471999995
A0A9W9ICF8,marts_E01083,Protists,4.8634022191
A0A2S9YKT6,marts_E00337,Bacteria,4.8629234376
D9SUK4,marts_E01083,Protists,4.8620562296
A0A835WMA9,marts_E00941,Bacteria,4.8613186772
A0A974XDT1,marts_E01083,Protists,4.8600740096
A0A8H6Y0C5,marts_E00338,Bacteria,4.8592774388
A0AA40VTU3,marts_E01521,Bacteria,4.856315621499999
A0AAF1AVX0,marts_E00941,Bacteria,4.8558060143
A0A918GRN6,marts_E00337,Bacteria,4.851569727999999
A0A5N5Q210,marts_E00338,Bacteria,4.8499371209
A0A949K0E9,marts_E01083,Protists,4.8490730985
F0YXG7,marts_E01083,Protists,4.8481535418
A0A9P9MTS7,marts_E00338,Bacteria,4.8474515434
A0A3D4N910,marts_E01083,Protists,4.846100745599999
A0A925BVS9,marts_E01083,Protists,4.842051383399999
A0A8B8NZF9,marts_E00941,Bacteria,4.8415256983
R9C645,marts_E01083,Protists,4.8402601269
A0A395NWC3,marts_E00338,Bacteria,4.8386702427
A0A059B7H8,marts_E00941,Bacteria,4.838393593499999
A0A345JSW1,marts_E01326,Animals,4.837630536599999
A0A1J7IJ21,marts_E00338,Bacteria,4.8364879567
A0A6J1JA44,marts_E00941,Bacteria,4.830879340799999
A0A194XD21,marts_E00338,Bacteria,4.8306262097
A0A1M5A2J8,marts_E01083,Protists,4.8291795373
A0AAW1YLL9,marts_E00941,Bacteria,4.8289131778
A0A803PE27,marts_E00941,Bacteria,4.8284049112
A0A9X3F2H0,marts_E01083,Protists,4.825810121
A0A6N6RGS7,marts_E01326,Animals,4.824116311699999
A0A7X9JA85,marts_E01083,Protists,4.8231069429
A0A1S3BX98,marts_E00941,Bacteria,4.823081956599999
A0A2P5EZF5,marts_E00941,Bacteria,4.8218075184
A0A937FFW6,marts_E01083,Protists,4.8179121346
A0A1U8K8F7,marts_E00941,Bacteria,4.815804100299999
A0AAX6DJ69,marts_E00941,Bacteria,4.8154672096999995
A0AA38W0J5,marts_E00338,Bacteria,4.814127534800001
A0A2T0BAU4,marts_E01083,Protists,4.8121985093
A0A8H6YYI7,marts_E00338,Bacteria,4.8107513307000005
S8BQM8,marts_E00338,Bacteria,4.8082639544
A0AAE0IWX7,marts_E00338,Bacteria,4.8078839385
Q5NEN5,marts_E01326,Animals,4.807701165799999
K2BT53,marts_E01521,Bacteria,4.806673088
U5F5T7,marts_E01083,Protists,4.8056052882
A0AAE8N6U6,marts_E00338,Bacteria,4.804561745000001
B0U0H2,marts_E01326,Animals,4.803167826199999
A0AA88QVQ5,marts_E00941,Bacteria,4.8029087764
A0A949DZY7,marts_E01326,Animals,4.8028027112
A0A5C6AYT2,marts_E00337,Bacteria,4.8008744278
A0AAJ4TL78,marts_E01326,Animals,4.7992253387999995
A0A2P6RQA3,marts_E00941,Bacteria,4.7985196404999995
A0AAE1C723,marts_E00338,Bacteria,4.7980161196
A0A7Y3A7N7,marts_E01521,Bacteria,4.7953494393
A0A2A5E6Y4,marts_E01521,Bacteria,4.7944329429
A0A7W0J6C2,marts_E01083,Protists,4.7914106744
A0A1M5V3T4,marts_E01083,Protists,4.7903542473
A0A6J1C599,marts_E00941,Bacteria,4.7872337404
A0A3B9ZM74,marts_E01083,Protists,4.784025185899999
A0A8J4LK58,marts_E00941,Bacteria,4.7828094567
A0A975K135,marts_E00337,Bacteria,4.7823824872
A0A4Y7IMZ6,marts_E00941,Bacteria,4.7789725632
A0AAE0I198,marts_E00338,Bacteria,4.776579482200001
V6KA23,marts_E00941,Bacteria,4.773634778
A0AAQ3KH34,marts_E00941,Bacteria,4.7732855900999995
A0A1S3TE60,marts_E00941,Bacteria,4.7723441531
A0A955LDY0,marts_E01083,Protists,4.771796697899999
A0A2Z4Y032,marts_E01326,Animals,4.7714703389999995
A0A3D5YVG1,marts_E01083,Protists,4.771232381299999
A0AAE1C8G3,marts_E00338,Bacteria,4.7706209594
A0A8T4DYH9,marts_E01521,Bacteria,4.7705857395999995
A0AAJ0HKL4,marts_E00338,Bacteria,4.7702195886
A0A5K7SEJ2,marts_E01083,Protists,4.7695979754
A0A1Q7MPH8,marts_E00592,Bacteria,4.766753255699999
A0A7Y3H443,marts_E01521,Bacteria,4.7650867718
A0A843CKU0,marts_E00592,Bacteria,4.7636663457
A0A814MQF4,marts_E01083,Protists,4.763144625199999
A0A804KZY9,marts_E00941,Bacteria,4.761309156699999
E1ID35,marts_E00494,Bacteria,4.7603353281
A0A8S9DVI3,marts_E01083,Protists,4.7595360178
A0A1F6CPF9,marts_E01521,Bacteria,4.75667451
A0AAD5IKK0,marts_E00941,Bacteria,4.756330451
A0A1L4BQQ3,marts_E01326,Animals,4.7556275938
A0AAV9GGH1,marts_E00338,Bacteria,4.7536593522
A0A3D1KX55,marts_E01083,Protists,4.752150096599999
A0A1Q7MFF6,marts_E00592,Bacteria,4.7517652332
V9H8C0,marts_E01083,Protists,4.7512589915
A0A1M6JAJ2,marts_E01083,Protists,4.750966268399999
A0A3C2DA41,marts_E01083,Protists,4.748147895999999
A0A6P4AA35,marts_E00941,Bacteria,4.7471684417999995
A0A931KKL4,marts_E01521,Bacteria,4.7423086103
A0A067KBW5,marts_E00941,Bacteria,4.7417976472
A0AA96TN97,marts_E00338,Bacteria,4.7414173957
A0A6A6KVE3,marts_E00941,Bacteria,4.737920512
A0A7G9GKB4,marts_E01083,Protists,4.737621540599999
A0A6J0ZJ75,marts_E00941,Bacteria,4.7365583837
A0A522HA83,marts_E01364,Bacteria,4.733269308700001
M7TSX6,marts_E00338,Bacteria,4.728919983500001
M5W5C9,marts_E00941,Bacteria,4.7262527834
A0A3D0VQA5,marts_E01083,Protists,4.7261207504
A0A2G6RBG3,marts_E01083,Protists,4.7247570327999995
A0A7L5C9A7,marts_E01326,Animals,4.7243317332
U2NAG0,marts_E01083,Protists,4.717882576999999
A0AAN6V6L2,marts_E00338,Bacteria,4.7174474086
A0A932PI25,marts_E00337,Bacteria,4.7149990426
E2SM51,marts_E01083,Protists,4.7142825146
A0A5C7HTK5,marts_E00941,Bacteria,4.7129491667
A0AAN7BDB6,marts_E00338,Bacteria,4.710630962
N9WMZ7,marts_E01083,Protists,4.7104229457999995
A0A847G166,marts_E01083,Protists,4.7102943056
A0A9X3AL34,marts_E00338,Bacteria,4.7050352209
I1MYQ6,marts_E00941,Bacteria,4.7028556504
A0A970J194,marts_E01083,Protists,4.7023364577999995
A0AAV6C737,marts_E01083,Protists,4.702188630999999
A0A3E2VI69,marts_E01083,Protists,4.7017908914
A0A919SR20,marts_E00338,Bacteria,4.697571314
A0AAV9N2X8,marts_E00338,Bacteria,4.690177822200001
A0A841CJ28,marts_E00941,Bacteria,4.6852909889
A0AAU8HS06,marts_E01083,Protists,4.6826134799
A0A2I4H8Z3,marts_E00941,Bacteria,4.6805324099
A0A9X2VFU4,marts_E00338,Bacteria,4.679884294800001
A0A8H6YUL7,marts_E00338,Bacteria,4.6798116025
A0A534L8I5,marts_E00337,Bacteria,4.6772844592
A0AAN6Y5H7,marts_E00338,Bacteria,4.6718098405
A0A534IYU1,marts_E00337,Bacteria,4.6580133899
A0A2V1E5A8,marts_E00338,Bacteria,4.657294175300001
A0AA39YSI9,marts_E00338,Bacteria,4.654281277
A0A4S3KFQ7,marts_E01364,Bacteria,4.6531441618
A0AAP0N1M1,marts_E00941,Bacteria,4.6527501967
A0A7Y6WR12,marts_E00337,Bacteria,4.649486287
A0A6P5GSG1,marts_E00941,Bacteria,4.6491942589
A0A534JTD5,marts_E00337,Bacteria,4.6474098788
A0A5S9IM99,marts_E01083,Protists,4.6435005015
A0A7X7ZUI5,marts_E01083,Protists,4.642552243799999
A0A6P5ECR0,marts_E00941,Bacteria,4.6417131014
A0AA40DP84,marts_E00338,Bacteria,4.6416929623000005
A0A959Q4D7,marts_E01521,Bacteria,4.6392792772
A0A8K0LW47,marts_E00338,Bacteria,4.6391978636
A0A971DY67,marts_E01083,Protists,4.632779437
A0A7X8R3W7,marts_E01083,Protists,4.6319518529999995
A0A953LBE7,marts_E01212,Protists,4.6302524495
A0A1Q3BMD6,marts_E00941,Bacteria,4.6289353931
A0A1G6U366,marts_E00337,Bacteria,4.628871634699999
A0A0H3DHB6,marts_E00338,Bacteria,4.6286623754
A0A1Q7BAE9,marts_E00592,Bacteria,4.627429407
A0A2Z4W8H9,marts_E01083,Protists,4.6229668057
A0AAV9GAZ4,marts_E00338,Bacteria,4.6228170619
A0A1J0KS35,marts_E01326,Animals,4.620365898299999
A0A3N5KZV7,marts_E01083,Protists,4.617648045199999
A0A2N9M728,marts_E01083,Protists,4.6141834877
A0AA40EFU6,marts_E00338,Bacteria,4.612334150100001
A0AAP0RUW2,marts_E00941,Bacteria,4.6121245496
A0A932LET1,marts_E00337,Bacteria,4.6103551047
A0AA40EJF4,marts_E00338,Bacteria,4.6085348955
A0A097EP79,marts_E01326,Animals,4.6062595172
A0A7M1PZB0,marts_E01083,Protists,4.603549640299999
A0A534M8W2,marts_E00337,Bacteria,4.5983771958999995
I4VYH5,marts_E01364,Bacteria,4.5891268908
A0A9D4ZRB7,marts_E00941,Bacteria,4.5884389441
A0A3N5RJA9,marts_E01083,Protists,4.5881556412
A0A959HPD1,marts_E01521,Bacteria,4.587830365199999
A0AA40A7I0,marts_E00338,Bacteria,4.5877887464
A0A942FAJ3,marts_E01353,Bacteria,4.5867318292
A0A174HC34,marts_E01083,Protists,4.586589241
A0A9Q0GMC1,marts_E00941,Bacteria,4.5793094635
A0A2P5P4R7,marts_E01083,Protists,4.5694437172999995
A0A1C6ANR9,marts_E01083,Protists,4.5680404315
A0A9N9LDX7,marts_E00338,Bacteria,4.5652249168
A0A7Y2G285,marts_E01083,Protists,4.564097072199999
A0A7X7VG90,marts_E01083,Protists,4.5616484285
A0A7Y1YCA1,marts_E01521,Bacteria,4.561133004999999
A0A7X8JFF5,marts_E01083,Protists,4.5528653809
A0A3S3NCK6,marts_E00941,Bacteria,4.549060669699999
A0A355D7Y7,marts_E01083,Protists,4.5393990258
A0A8J5XTU4,marts_E00941,Bacteria,4.535303584199999
A0A7X7AAN1,marts_E01083,Protists,4.5242262315
A0A7C9AK93,marts_E00941,Bacteria,4.5208928346
A0A1Q7YTG4,marts_E00592,Bacteria,4.5123463463
A0A6M0H9I7,marts_E01083,Protists,4.5104891313
A0A7H8R269,marts_E00338,Bacteria,4.5080546717
A0A2J6SXA7,marts_E00338,Bacteria,4.4983848027
A0AAP0EQI6,marts_E00941,Bacteria,4.490666452599999
A0A522H0Y8,marts_E01364,Bacteria,4.489798196500001
A0A1U8BA93,marts_E00941,Bacteria,4.4875584068
A0A1F4RI67,marts_E01083,Protists,4.486785343499999
A0A3B0TUD5,marts_E01083,Protists,4.4855437474999995
A0A1H0QEJ3,marts_E01083,Protists,4.4819607395
A0A537EJD0,marts_E00592,Bacteria,4.4782846982999995
A0A537FJG5,marts_E00592,Bacteria,4.471518848800001
A0A3C2A6P8,marts_E01474,Fungi,4.4704283055
A0A1W1XBH0,marts_E01083,Protists,4.467937322499999
A0A1F5A4P1,marts_E01083,Protists,4.4678431758
A0A925UNE3,marts_E01083,Protists,4.4605949622
A0A0D1Z9P9,marts_E01353,Bacteria,4.4593217995
A0A7Y7E8H2,marts_E00941,Bacteria,4.455134860399999
A0A1M5QYT9,marts_E01083,Protists,4.454985926699999
A0A6N7XY38,marts_E01083,Protists,4.453798966699999
A0A3N9PIU6,marts_E01083,Protists,4.4515233825
A0A388MAX7,marts_E00941,Bacteria,4.436895429
A0A4Z0FUB0,marts_E00941,Bacteria,4.432764929499999
A0A265Q7S0,marts_E01083,Protists,4.425618258
A0AA51R556,marts_E01083,Protists,4.4232125837
A0A972ZSN7,marts_E01083,Protists,4.4219731643
A0A537GEN9,marts_E00592,Bacteria,4.4108546446000005
A0A849E6P4,marts_E01179,Plants,4.4094886859
A0A2N2P0S7,marts_E01083,Protists,4.4042939108
A0A7J5UXX0,marts_E00971,Bacteria,4.3996173121
A0A6I0F856,marts_E01083,Protists,4.3961675726
A0A0L6U2M0,marts_E01083,Protists,4.3761824716
A0A1H8T7Q5,marts_E00337,Bacteria,4.3754198715
A0A7C5MI77,marts_E01083,Protists,4.3725469476
A0A1M4M9K3,marts_E01083,Protists,4.352419940199999
A0A193BV54,marts_E00337,Bacteria,4.352318131
A0A4R7VFQ3,marts_E00337,Bacteria,4.3440789419
A0AAJ2TDP0,marts_E01083,Protists,4.333138916799999
A0A1Q8CXS1,marts_E00337,Bacteria,4.3225881582
A0A3N5S0M5,marts_E01083,Protists,4.3162056694999995
A0A2N2BN85,marts_E01083,Protists,4.315043001099999
A0A2N2CL51,marts_E01083,Protists,4.3129680274
A0A957BUK3,marts_E01185,Plants,4.3000043989000005
A0AAU4S5S7,marts_E00337,Bacteria,4.2939317702999995
A0A3N9NLI0,marts_E01083,Protists,4.2925723823999995
K4RAX2,marts_E00337,Bacteria,4.2923734635
A0A958ZQR5,marts_E01474,Fungi,4.2845997253
A0A2N8MLB9,marts_E00337,Bacteria,4.2836927977
H6LF25,marts_E01083,Protists,4.2832535951
A0A1V6PBT9,marts_E01083,Protists,4.2804596925
A0A7X7WLK7,marts_E01212,Protists,4.2798635982
A0A7Y6MCJ7,marts_E00337,Bacteria,4.278217262
A0A3N5UWI8,marts_E01083,Protists,4.2748710543
A0A7W7CES7,marts_E00337,Bacteria,4.2748010718
A0A481ZCB8,marts_E01521,Bacteria,4.2745245383
A0A5S9IQ85,marts_E01083,Protists,4.2724621332
A0A5R8YPR3,marts_E00337,Bacteria,4.2685751191
A0A7X1MCQ6,marts_E00337,Bacteria,4.2667423857
A0A3B9UNX1,marts_E01083,Protists,4.2655864663
A0A923HZF7,marts_E01083,Protists,4.265579003199999
A0A969XMW3,marts_E01083,Protists,4.264541017499999
A0A1G5FTL3,marts_E01083,Protists,4.2618987426
F0ZD71,marts_E00183,Plants,4.261316186799999
A0A415I5V1,marts_E00739,Protists,4.2585863733
A0A2P0VN22,marts_E00505,Bacteria,4.2580474264
A0A956RW10,marts_E01083,Protists,4.2542349801
S3BGH6,marts_E00183,Plants,4.246675628899999
A0A7W1NXB3,marts_E01185,Plants,4.2423867206
A0A0C1UKD5,marts_E01083,Protists,4.2405985059999995
A0A524HVY6,marts_E01083,Protists,4.2356831668999995
A0A9E6F938,marts_E00739,Protists,4.2316027222
A0A976PSJ7,marts_E01083,Protists,4.2274297687999995
A0A975PI69,marts_E01083,Protists,4.226989099799999
A0A1V5LKI6,marts_E01083,Protists,4.2254987273
A0A8J3RR72,marts_E00337,Bacteria,4.2241827355999995
A0A1G0GBF6,marts_E01083,Protists,4.2223598531
A0A7C6Y0D2,marts_E01083,Protists,4.2198525624
A0A938AS23,marts_E01083,Protists,4.2180443148
A0A951SCP9,marts_E00971,Bacteria,4.1983421636
A0A0F7ZFG5,marts_E00183,Plants,4.195480850699999
A0A0G0TQD0,marts_E00592,Bacteria,4.1873432384000004
A0A932G5R0,marts_E01083,Protists,4.181884839
A8YBZ0,marts_E01179,Plants,4.1816390151
A0AA49GEB9,marts_E01474,Fungi,4.1533528917
A0A2K2FQ38,marts_E01083,Protists,4.1455512641
A0A1F8U9Z9,marts_E01083,Protists,4.1404922758
A0A7W9PG21,marts_E01185,Plants,4.137688502
A0A5B2YZ12,marts_E01274,Fungi,4.1236293608
A0A1E7JMT8,marts_E00337,Bacteria,4.1201917829
A0A484IBD7,marts_E01274,Fungi,4.1173686862
A0A7C1IJG8,marts_E01185,Plants,4.1170442089999995
A0A8J2JCY2,marts_E00952,Bacteria,4.1046259414
A0A2M6Z323,marts_E01083,Protists,4.098458224
A0A161PCZ3,marts_E01083,Protists,4.0967928866
A0A374HYM4,marts_E00739,Protists,4.0756139751
V4J0X8,marts_E01190,Plants,4.0665594971
A0A2G9Z049,marts_E01083,Protists,4.0458065866
A0A0A2SRZ6,marts_E01083,Protists,4.039820225800001
A0A328RF77,marts_E01083,Protists,4.0324389048
A0AAJ1UU37,marts_E01521,Bacteria,4.022402253999999
A0A8J3L562,marts_E01185,Plants,4.0214634888
A0A810NJB3,marts_E01185,Plants,4.0211314756
A0A968NKQ3,marts_E01185,Plants,4.0192776876
A0A7X9DPH4,marts_E01212,Protists,4.019241942
A0AAD9Z2F4,marts_E00903,Bacteria,4.0090677899
A0A958XKH5,marts_E01521,Bacteria,4.0062727703
A0RY54,marts_E01274,Fungi,4.0058010666
A0A8J3L3L5,marts_E01185,Plants,3.9992898607
C4ZEM0,marts_E00739,Protists,3.9863949240000003
A0A150SSY0,marts_E01185,Plants,3.9754350467
A0A654LYS7,marts_E01274,Fungi,3.9673721769
A0A2K5AT03,marts_E01274,Fungi,3.9504362251
A0A4Q5U4B8,marts_E01273,Fungi,3.942875851
A0A1L9S1A3,marts_E01083,Protists,3.9410926244
A0A924WK08,marts_E01521,Bacteria,3.936134847
A0A8J8KK02,marts_E01185,Plants,3.9344468073
A0A3D5AQK0,marts_E01185,Plants,3.9103837096
A0A3M9ZHN5,marts_E01274,Fungi,3.9066082933
A0A9W6S0K0,marts_E01185,Plants,3.9040729063999997
A0A8J3HTY4,marts_E01185,Plants,3.8881176207999997
Q0CJ55,marts_E01190,Plants,3.8601692711
A0AAD4CWX3,marts_E01083,Protists,3.852182879
A0A8T4P733,marts_E01083,Protists,3.836186897
A0A5M3Z5M1,marts_E01190,Plants,3.8340591092
A0A948UI18,marts_E01083,Protists,3.8201375332
A0A1Q9MS14,marts_E01327,Bacteria,3.8089418634000003
A0A3B9T7E3,marts_E00971,Bacteria,3.7930337774
A0A9E3CI23,marts_E00903,Bacteria,3.7606716646000002
A0A849Z9L2,marts_E00903,Bacteria,3.7561553347000003
A0A3N5SBP6,marts_E01274,Fungi,3.7516993822
A0A848WYT6,marts_E01353,Bacteria,3.7505812649
A0A8H3SRK5,marts_E01083,Protists,3.7395861687
A0A9P3BRQ6,marts_E01179,Plants,3.7344069877
A0A533UAR2,marts_E01274,Fungi,3.7338960137
A0A3M1LJT5,marts_E01274,Fungi,3.7292503204
A0A7C1EIM8,marts_E01185,Plants,3.7253783343999998
A0AAJ2ADH1,marts_E00903,Bacteria,3.7217183399000002
A0A959RY73,marts_E01083,Protists,3.7203137066000003
A0A9W4UWX1,marts_E01274,Fungi,3.7078611346
A0A8T7GJ49,marts_E01274,Fungi,3.7075453096
A0A3M9ZVL5,marts_E01274,Fungi,3.7034415
A0A6A7LAR5,marts_E01274,Fungi,3.6993016508
A0A1F7YPZ2,marts_E01170,Fungi,3.690230854
A0A9Q8QK69,marts_E01083,Protists,3.6666127201000003
A0A951JRQ0,marts_E01424,Bacteria,3.6591272904
A0A842Q332,marts_E01274,Fungi,3.6520702064
A0A8T7GBV5,marts_E01274,Fungi,3.6479536865999997
A0A9P6S7A0,marts_E00739,Protists,3.6466210672
A0A2E4JTY2,marts_E01274,Fungi,3.6456600309
A0A6G1YMD5,marts_E01274,Fungi,3.6456107676
A0A7J2YC83,marts_E01274,Fungi,3.638995278
A0A1J5I442,marts_E01424,Bacteria,3.6325589653
A0A197JKB3,marts_E00739,Protists,3.6025829969
A0A2N2EZC9,marts_E01170,Fungi,3.6013134519000003
A0A976CEE7,marts_E01083,Protists,3.5980884669
A0A850SL81,marts_E01274,Fungi,3.5876447813
A0A381YE87,marts_E01274,Fungi,3.5678182068
A0A1Q7NKG2,marts_E01274,Fungi,3.5660117559
A0A1F7R6W9,marts_E00338,Bacteria,3.5566524958
A0A2H1EGH4,marts_E01274,Fungi,3.5546457748
A0A6G9ZD13,marts_E01424,Bacteria,3.5429127985999997
A0A533VI05,marts_E01274,Fungi,3.5370323773
A0A932NYT8,marts_E01131,Plants,3.5357917969
A0A5E4LVG6,marts_E01274,Fungi,3.5355950516999997
A0A8T3WF21,marts_E01083,Protists,3.5280169444
A0A6G2KUC1,marts_E01274,Fungi,3.5214536581
A0A8K0Y4Q5,marts_E01274,Fungi,3.5196789841
A0A7J4CQM8,marts_E01274,Fungi,3.5187531533
A0A843BHE9,marts_E01274,Fungi,3.5173354482
A0A9P5VGI0,marts_E00739,Protists,3.5132782805
A0A1L9MUW0,marts_E01179,Plants,3.5127117012
K0IC41,marts_E01274,Fungi,3.5109310787999997
A9GGD0,marts_E00337,Bacteria,3.5046063486000003
A0A250I8A8,marts_E01314,Fungi,3.5033259046000005
A0A356F5F7,marts_E01353,Bacteria,3.4995238106
A0A846PU88,marts_E01274,Fungi,3.4920918474
A0A381Z6X0,marts_E01274,Fungi,3.4831205811999997
A0A060HJZ5,marts_E01274,Fungi,3.4799801515
V6AU54,marts_E01274,Fungi,3.4791259897
A0A836UVJ4,marts_E01274,Fungi,3.4789037235999998
I3D0E6,marts_E01274,Fungi,3.4782269448
B3T924,marts_E01274,Fungi,3.4743264347
A0A9P6JAU0,marts_E00739,Protists,3.4713568254
A0A075GJ91,marts_E01274,Fungi,3.4687497385999997
A0A3G1B411,marts_E01274,Fungi,3.4630121192
A0A7K4MXE0,marts_E01274,Fungi,3.4626037627999997
A0A7K4P4R8,marts_E01274,Fungi,3.4546096694
F3KKW4,marts_E01274,Fungi,3.4508661728999996
A0A7J4RWA2,marts_E01274,Fungi,3.4497298448
A0A6N9NKM4,marts_E01273,Fungi,3.4463428878999998
A0A6N7Q681,marts_E00337,Bacteria,3.4449250167
A0A9X3XDJ5,marts_E00337,Bacteria,3.4431657349
A0A395HAY6,marts_E01179,Plants,3.4365462654000005
A0A4P5YQV8,marts_E01274,Fungi,3.4349154806
A0A533U7B7,marts_E01274,Fungi,3.4327906155
A0AAE0LFW0,marts_E00183,Plants,3.4323754857999997
A0AAE0LGC9,marts_E00183,Plants,3.4323754857999997
A0A6B1FFX1,marts_E01274,Fungi,3.4312243186
A0A1S2P6Y4,marts_E01424,Bacteria,3.4284142985
A0A836BK38,marts_E01274,Fungi,3.4273966876
